Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,21,SAS,NBA,PG,37,1,7.3,1.0,2.1,.474,0.1,0.1,.600,0.9,2.0,.466,.494,0.5,0.5,.895,0.2,0.4,0.6,1.1,0.2,0.0,0.4,0.4,2.5
2021-22,22,SAS,NBA,PG,22,0,10.2,1.5,3.2,.479,0.0,0.2,.000,1.5,3.0,.515,.479,0.5,0.5,1.000,0.2,1.0,1.2,1.6,0.4,0.0,0.6,0.8,3.6
