Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,20,MIN,NBA,SG,15,0,10.1,1.3,3.5,.358,0.2,1.7,.115,1.1,1.8,.593,.387,1.1,1.1,.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8
2020-21,21,MIN,NBA,SG,42,0,18.1,3.4,8.0,.424,1.2,3.6,.333,2.2,4.4,.497,.499,1.1,1.3,.818,0.5,1.8,2.3,1.5,0.5,0.3,0.7,1.7,9.0
2021-22,22,MIN,NBA,SG,12,0,6.6,1.3,3.3,.400,0.3,0.9,.273,1.1,2.4,.448,.438,0.2,0.3,.500,0.3,0.7,0.9,1.0,0.3,0.3,0.1,0.3,3.1
