Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,19,OKC,NBA,PG,65,49,27.4,3.5,9.4,.368,1.6,4.8,.335,1.9,4.6,.402,.454,1.6,2.1,.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,1.9,10.1
2021-22,20,OKC,NBA,PG,13,0,12.2,0.8,3.2,.244,0.2,2.0,.115,0.5,1.2,.467,.280,1.0,1.2,.867,0.4,1.4,1.8,1.0,0.3,0.2,1.2,0.8,2.8
