Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,20,PHI,NBA,SG,61,8,15.3,3.2,7.0,.462,0.5,1.7,.301,2.7,5.3,.512,.498,1.0,1.1,.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,1.3,8.0
2021-22,21,PHI,NBA,PG,25,25,34.7,6.2,13.3,.465,1.1,3.0,.360,5.1,10.3,.496,.506,3.0,3.4,.884,0.4,3.3,3.7,4.7,0.8,0.6,1.2,2.4,16.5
