Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,20,PHO,NBA,PF,27,1,5.8,0.8,1.9,.440,0.1,0.6,.235,0.7,1.2,.545,.480,0.2,0.3,.714,0.3,1.1,1.4,0.1,0.0,0.2,0.3,0.6,2.0
2021-22,21,PHO,NBA,PF,8,0,7.1,1.3,2.8,.455,0.1,1.0,.125,1.1,1.8,.643,.477,0.8,0.9,.857,0.8,2.3,3.0,0.1,0.3,0.4,0.3,0.8,3.4
