Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,25,HOU,NBA,SF,70,58,29.2,4.5,8.9,.506,0.9,2.8,.308,3.7,6.1,.595,.554,1.5,2.1,.694,1.9,3.5,5.3,2.5,1.2,0.5,1.4,3.2,11.3
2021-22,26,HOU,NBA,SF,25,25,28.3,4.7,9.6,.492,0.7,2.6,.273,4.0,7.0,.575,.529,1.9,2.6,.727,2.0,4.2,6.2,3.1,0.8,0.7,2.0,3.4,12.1
