Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,20,SAC,NBA,PG,58,20,30.1,5.0,10.7,.472,2.1,5.1,.409,2.9,5.6,.529,.569,0.8,1.0,.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,1.4,13.0
2021-22,21,SAC,NBA,SG,24,24,33.7,4.7,10.5,.444,1.9,4.6,.418,2.8,5.9,.465,.536,0.9,1.2,.759,1.1,2.8,3.9,5.8,1.8,0.8,2.0,1.3,12.2
