Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,22,MIL,NBA,SF,30,2,9.1,2.1,4.5,.459,0.9,2.1,.452,1.1,2.4,.466,.563,0.6,0.8,.760,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7
2021-22,23,MIL,NBA,SF,21,0,17.7,2.6,6.6,.396,1.2,3.4,.361,1.4,3.2,.433,.489,0.5,0.6,.846,0.5,2.7,3.2,1.1,0.2,0.4,1.2,1.0,7.0
