Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,20,MIA,NBA,PF,5,0,5.2,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.2,0.4,.500,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4
2020-21,21,MIA,NBA,PF,37,9,12.1,1.0,2.6,.375,0.3,1.4,.240,0.6,1.2,.522,.438,0.2,0.4,.533,0.6,1.3,1.8,0.5,0.3,0.3,0.4,1.6,2.5
2021-22,22,MIA,NBA,PF,13,0,7.9,0.7,1.8,.375,0.2,0.9,.250,0.5,0.9,.500,.438,0.5,0.6,.750,0.4,1.3,1.7,0.5,0.2,0.2,0.1,0.7,2.1
