Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23,MIA,NBA,PG,9,0,9.2,0.9,4.1,.216,0.7,3.0,.222,0.2,1.1,.200,.297,0.0,0.0,None,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4
2020-21,24,MIA,NBA,PG,50,7,13.1,1.8,4.7,.378,0.9,3.0,.309,0.8,1.7,.500,.476,0.4,0.5,.870,0.2,0.9,1.1,1.3,0.4,0.0,0.7,1.6,4.8
2021-22,25,MIA,NBA,PG,23,1,17.2,2.3,5.3,.434,1.2,3.3,.368,1.1,2.0,.543,.549,0.6,0.7,.813,0.5,1.1,1.6,2.3,0.7,0.1,1.1,2.0,6.4
