Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23,CHI,NBA,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5
2020-21,24,MIA,NBA,SF,39,0,13.0,2.2,4.8,.455,1.3,3.8,.338,0.9,1.0,.897,.588,0.4,0.6,.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1
2021-22,25,MIA,NBA,SF,19,0,20.2,3.0,6.5,.460,2.0,4.8,.418,1.0,1.7,.576,.613,0.7,0.9,.722,0.3,2.7,3.0,0.8,0.4,0.1,0.6,1.5,8.7
